id,company_id,balance,total_purchased,total_used,seats,seats_used,free_conversations,plan_tier_id,current_period_start,current_period_end,last_reset_at,last_processed_at,version,free_tier_allowances,created_at,updated_at,exceeded_free_tier,paid_conversations,free_tier_usage_pct
01KEDJK82SVXHVNBBPAX471RQ4,3230,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-08 01:12:35","2026-01-08 01:12:35",0,0,0.00
01KEDCDGD4P2QTW2KDD3BD80CX,3229,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 23:24:35","2026-01-07 23:24:35",0,0,0.00
01KED79R4M4RK3EYE3MQ9D1NK4,3228,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 21:55:09","2026-01-07 21:55:27",0,0,0.00
01KECSE68P1J2PW64WGRYNAGY9,3224,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 17:52:55","2026-01-07 17:52:55",0,0,0.00
01KECZ0CMWC01Z66RKZZSQYM09,3215,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 17:52:55","2026-01-08 14:40:06",0,0,0.00
01KECMXZ1ZB6DWK124B8N351QX,3223,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 16:34:09","2026-01-07 16:39:05",0,0,0.00
01KECK3FHSCRR4DSXXGZESDH4W,3221,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 16:02:12","2026-01-07 16:02:43",0,0,0.00
01KECH16WT4VS3TMHE1QKWZEFB,3219,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 15:26:01","2026-01-07 15:26:09",0,0,0.00
01KECGTAHV9GSM27X8YF5C782Z,3217,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 15:22:15","2026-01-07 15:22:15",0,0,0.00
01KECGNCGPSF8BFXR7ZTPAD80B,3216,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 15:19:33","2026-01-07 15:19:33",0,0,0.00
01KECCYX2XRAFCNTGNV0V26EY1,3214,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 14:14:51","2026-01-07 14:14:51",0,0,0.00
01KECCKNKVMFDVB7RFK9S0D3AP,3213,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 14:08:43","2026-01-07 14:08:54",0,0,0.00
01KEC9894G8KSAS7W94F2G1J3D,3212,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-07 13:10:04","2026-01-07 13:10:04",0,0,0.00
01KEAPZ126PXK5CXD3BRVDJNTA,3211,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-06 22:31:12","2026-01-06 22:31:12",0,0,0.00
01KEAJZ5RXSM63K4R72MNXE57J,3210,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-06 21:21:22","2026-01-06 21:21:22",0,0,0.00
01KEAH5VYJFYDGAB58V7AGCDWZ,3209,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-06 20:50:04","2026-01-06 20:50:04",0,0,0.00
01KEAFN4AJXHBMZQ4G588Z5YTY,3208,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-06 20:23:27","2026-01-06 20:23:27",0,0,0.00
01KEA5MHCGPZ04VNSJMXM3JJYK,3207,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-06 17:28:22","2026-01-06 17:28:22",0,0,0.00
01KEA5F4AN0B3N79ZDWJZ7STE3,3206,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-06 17:25:25","2026-01-06 17:25:25",0,0,0.00
01KE9QZT9FCGXHH3RKP6H6Q6PD,3204,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-06 13:29:52","2026-01-06 13:29:52",0,0,0.00
01KE87CQ2BSQWZJ6EF6Y8M4B26,3203,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 23:20:34","2026-01-05 23:20:34",0,0,0.00
01KE82HD70JAAHM8883VKDZ1GH,3202,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 21:55:45","2026-01-05 21:56:35",0,0,0.00
01KE815CBVDCTTES2G2WQPJN8Z,3201,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 21:31:42","2026-01-05 21:31:42",0,0,0.00
01KE7ZHXYW0S4GRMD2CCJ8YPJ0,3200,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 21:03:36","2026-01-05 21:03:36",0,0,0.00
01KE7YHYB8CWWF1YQDSD5KQ6PQ,3199,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 20:46:08","2026-01-05 20:46:08",0,0,0.00
01KE7RCKYTTZJ2Y51BJRZCEWDW,3198,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 18:58:22","2026-01-05 18:58:22",0,0,0.00
01KE7QXJPMSX2A6DFAC75AD0H4,3197,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 18:50:10","2026-01-05 18:50:10",0,0,0.00
01KE7QK21H7PDMH9CC5FW76Z5X,3196,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 18:44:25","2026-01-05 18:44:25",0,0,0.00
01KE7M5JZCR0N35Y2BG7TRT4Q7,3195,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 17:44:38","2026-01-05 17:44:38",0,0,0.00
01KE7M0RGH0S1M8HZSX7N3PY4F,3194,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 17:41:59","2026-01-05 17:41:59",0,0,0.00
01KE7KZC3KG2RM39CC29R257WN,3193,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 17:41:14","2026-01-05 17:41:14",0,0,0.00
01KE7K265BAYEBEG9VRGNGQ4X4,3192,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 17:25:18","2026-01-05 17:25:27",0,0,0.00
01KE7EZ8WMK6QSS9KYRB9AK3FC,3191,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 16:13:48","2026-01-05 16:13:48",0,0,0.00
01KE7ECCH1CGNDGEDASE61RT4N,3190,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 16:03:29","2026-01-05 16:03:29",0,0,0.00
01KE78CWX9VDSMWTKHHBP7GPN6,3189,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-05 14:18:54","2026-01-05 14:19:28",0,0,0.00
01KE5FSXWPKMRVBTEQVXNNHB17,3187,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-04 21:49:52","2026-01-04 21:49:52",0,0,0.00
01KE468EE9BC4NP3VJESSKFST8,3186,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-04 09:43:48","2026-01-04 09:43:48",0,0,0.00
01KE464CM0XMA5W7Y3T819DNCV,3185,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-04 09:41:35","2026-01-04 09:41:35",0,0,0.00
01KE3MB8QQEKGX9ZSC95XPPH78,3184,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-04 04:30:46","2026-01-04 04:31:02",0,0,0.00
01KE36GJETTTEG59PQVN96CYSR,3183,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-04 00:29:00","2026-01-04 00:29:00",0,0,0.00
01KE2EE9HA0A7A4XVH9NA9BKPA,3182,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-03 17:28:19","2026-01-03 17:28:40",0,0,0.00
01KE2BJ9KSQ0ERZBX7E2NJMFSR,3181,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-03 16:38:05","2026-01-03 16:38:05",0,0,0.00
01KDZ5EMSAQ6CYN986Q8W3QNBV,3180,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2026-01-02 10:53:30","2026-01-02 10:54:23",0,0,0.00
01KDTP9XCY60XQ5W7V1Y31T4AY,3179,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2025-12-31 17:11:49","2025-12-31 17:11:49",0,0,0.00
01KDTNW4VMMVBYWJHT5MRPG78X,3178,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2025-12-31 17:04:18","2025-12-31 17:04:28",0,0,0.00
01KDTNFTMHK456PTMDM16YRTAE,3177,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2025-12-31 16:57:34","2026-01-06 21:29:44",0,0,0.00
01KDTMPB48G5NRYPXQ18R2AMMV,3176,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2025-12-31 16:43:39","2025-12-31 16:43:39",0,0,0.00
01KDTENRKJ7MC29NSXFASXR8DG,3175,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2025-12-31 14:58:29","2025-12-31 14:58:29",0,0,0.00
01KDT75E4XNAHRTBE0EGHWVC6B,3174,0.0000,0.0000,0.0000,0,0,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2025-12-31 12:47:14","2025-12-31 12:47:14",0,0,0.00
01KDS0MWB455VNEM0EN99MF21M,3173,0.0000,0.0000,0.0000,1,1,50,NULL,NULL,NULL,NULL,NULL,1,NULL,"2025-12-31 01:34:05","2025-12-31 01:35:21",0,0,0.00
